=====measurements=====
|t|ch1|ch2|ch3|ch4|ch5|ch6|
4439,0.9280
4439,0.9420
4446,0.9560
4458,0.9700
4461,0.9840
4469,0.9980
4476,0.0100
4487,0.0260
4491,0.0400
4499,0.0540
4506,0.0680
4514,0.0820
4521,0.0960
4528,0.1100
4536,0.1240
4546,0.1380
4551,0.1540
4558,0.1680
4566,0.1820
4578,0.1960
4581,0.2100
4588,0.2240
4596,0.2380
4607,0.2520
4611,0.2660
4618,0.2820
4626,0.2960
4634,0.3100
4641,0.3240
4648,0.3380
4656,0.3520
4664,0.3660
4675,0.3800
4678,0.3940
4686,0.4100
4693,0.4240
4701,0.4380
4708,0.4520
4716,0.4660
4724,0.4800
4731,0.4940
4738,0.5080
4746,0.5220
4753,0.5380
4765,0.5520
4768,0.5660
4776,0.5800
4783,0.5940
4797,0.6080
4798,0.6220
4806,0.6360
4813,0.6500
4821,0.6660
4832,0.6800
4836,0.6940
4843,0.7080
4851,0.7220
4858,0.7360
4866,0.7500
4873,0.7640
4881,0.7780
4890,0.7940
4896,0.8080
4903,0.8220
4911,0.8360
4921,0.8500
4926,0.8640
4933,0.8780
4941,0.8920
4948,0.9060
4956,0.9220
4963,0.9360
4971,0.9500
4983,0.9640
4986,0.9780
4993,0.9920
5001,0.0040
5008,0.0180
5016,0.0340
5023,0.0480
5031,0.0620
5038,0.0760
5048,0.0900
5053,0.1040
5061,0.1180
5068,0.1320
5076,0.1460
5083,0.1600
5091,0.1760
5098,0.1900
5106,0.2040
5113,0.2180
5121,0.2320
5128,0.2460
5136,0.2600
5145,0.2740
5151,0.2880
5158,0.3040
5166,0.3180
5173,0.3320
5181,0.3460
5188,0.3600
5196,0.3740
5206,0.3880
5211,0.4020
5218,0.4160
5225,0.4320
5234,0.4460
5241,0.4600
5248,0.4740
5256,0.4880
5263,0.5020
5271,0.5160
5278,0.5300
5286,0.5440
5293,0.5600
5300,0.5740
5308,0.5880
5315,0.6020
5323,0.6160
5330,0.6300
5338,0.6440
5345,0.6580
5356,0.6720
5360,0.6880
5368,0.7020
5375,0.7160
5383,0.7300
5390,0.7440
5400,0.7580
5405,0.7720
5413,0.7860
5425,0.8000
5428,0.8160
5435,0.8300
5443,0.8440
5452,0.8580
5458,0.8720
5465,0.8860
5473,0.9000
5483,0.9140
5488,0.9300
5496,0.9440
5503,0.9580
5510,0.9720
5518,0.9860
5526,1.0000
5533,0.0120
5540,0.0260
5548,0.0400
5555,0.0560
5563,0.0700
5570,0.0840
5578,0.0980
5585,0.1120
5593,0.1260
5600,0.1400
5608,0.1540
5615,0.1680
5623,0.1820
5630,0.1980
5642,0.2120
5645,0.2260
5653,0.2400
5660,0.2540
5668,0.2680
5679,0.2820
5683,0.2960
5690,0.3100
5698,0.3260
5707,0.3400
5713,0.3540
5720,0.3680
5733,0.3820
5735,0.3960
5743,0.4100
5750,0.4240
5758,0.4380
5765,0.4540
5773,0.4680
5780,0.4820
5788,0.4960
5796,0.5100
5803,0.5240
5810,0.5380
5818,0.5520
5826,0.5660
5833,0.5820
5840,0.5960
5847,0.6100
5858,0.6240
5863,0.6380
5870,0.6520
5877,0.6660
5885,0.6800
5894,0.6940
5900,0.7100
5907,0.7240
5915,0.7380
5923,0.7520
5930,0.7660
5937,0.7800
5945,0.7940
5953,0.8080
5960,0.8220
5967,0.8380
5975,0.8520
5984,0.8660
5990,0.8800
5997,0.8940
6005,0.9080
6015,0.9220
6020,0.9360
6027,0.9520
6035,0.9660
6043,0.9800
6050,0.9940
6057,0.0060
6065,0.0200
6072,0.0340
6080,0.0480
6087,0.0620
6095,0.0760
6107,0.0920
6110,0.1060
6117,0.1200
6125,0.1340
6132,0.1480
6132,0.1620
6148,0.1760
6155,0.1900
6162,0.2040
6170,0.2200
6177,0.2340
6185,0.2480
6192,0.2620
6202,0.2760
6207,0.2900
6215,0.3040
6222,0.3180
6230,0.3320
6237,0.3480
6245,0.3620
6252,0.3760
6260,0.3900
6270,0.4040
6275,0.4180
6282,0.4320
6290,0.4460
6297,0.4600
6305,0.4760
6312,0.4900
6320,0.5040
6328,0.5180
6335,0.5320
6342,0.5460
6350,0.5600
6357,0.5740
6365,0.5880
6372,0.6040
6380,0.6180
6390,0.6320
6395,0.6460
6402,0.6600
6410,0.6740
6417,0.6880
6426,0.7020
6432,0.7160
6440,0.7320
6447,0.7460
6455,0.7600
6462,0.7740
6470,0.7880
6483,0.8020
6485,0.8160
6492,0.8300
6500,0.8440
6507,0.8600
6519,0.8740
6522,0.8880
6530,0.9020
6537,0.9160
6545,0.9300
6552,0.9440
6560,0.9580
6567,0.9720
6577,0.9880
6582,0.0000
6590,0.0140
6597,0.0280
6608,0.0420
6612,0.0560
6620,0.0700
6627,0.0840
6635,0.0980
6646,0.1140
6650,0.1280
6657,0.1420
6665,0.1560
6672,0.1700
6680,0.1840
6687,0.1980
6695,0.2120
6703,0.2260
6710,0.2420
6717,0.2560
6725,0.2700
6736,0.2840
6739,0.2980
6747,0.3120
6755,0.3260
6764,0.3400
6770,0.3540
6777,0.3700
6784,0.3840
6792,0.3980
6802,0.4120
6807,0.4260
6814,0.4400
6822,0.4540
6831,0.4680
6837,0.4820
6844,0.4980
6856,0.5120
6859,0.5260
6867,0.5400
6874,0.5540
6882,0.5680
6889,0.5820
6900,0.5960
6904,0.6100
6912,0.6260
6920,0.6400
6927,0.6540
6934,0.6680
6942,0.6820
6953,0.6960
6957,0.7100
6964,0.7240
6972,0.7380
6979,0.7540
6989,0.7680
6994,0.7820
7002,0.7960
7009,0.8100
7018,0.8240
7024,0.8380
7032,0.8520
7039,0.8660
7047,0.8800
7054,0.8960
7062,0.9100
7069,0.9240
7077,0.9380
7085,0.9520
7092,0.9660
7100,0.9800
7110,0.9940
7114,0.0080
7122,0.0220
7129,0.0360
7142,0.0500
7144,0.0640
7152,0.0780
7159,0.0920
7172,0.1060
7174,0.1200
7182,0.1360
7189,0.1500
7197,0.1640
7204,0.1780
7212,0.1920
7219,0.2060
7227,0.2200
7234,0.2340
7242,0.2480
7249,0.2620
7257,0.2780
7266,0.2920
7272,0.3060
7279,0.3200
7286,0.3340
7300,0.3480
7301,0.3620
7309,0.3760
7316,0.3900
7316,0.4060
7334,0.4200
7339,0.4340
7347,0.4480
7354,0.4620
7354,0.4760
7372,0.4900
7377,0.5040
7377,0.5180
7396,0.5340
7399,0.5480
7406,0.5620
7414,0.5760
7425,0.5900
7429,0.6040
7436,0.6180
7444,0.6320
7458,0.6460
7459,0.6620
7466,0.6760
7474,0.6900
7484,0.7040
7489,0.7180
7496,0.7320
7504,0.7460
7516,0.7600
7519,0.7760
7526,0.7900
7534,0.8040
7541,0.8180
7554,0.8320
7556,0.8460
7564,0.8600
7571,0.8740
7582,0.8880
7586,0.9040
7594,0.9180
7601,0.9320
7609,0.9460
7616,0.9600
7624,0.9740
7631,0.9880
7642,0.0000
7646,0.0140
7654,0.0300
7661,0.0440
7674,0.0580
7676,0.0720
7684,0.0860
7691,0.1000
7702,0.1140
7706,0.1280
7714,0.1420
7721,0.1580
7734,0.1720
7736,0.1860
7744,0.2000
7751,0.2140
7759,0.2280
7770,0.2420
7774,0.2560
7781,0.2700
7789,0.2860
7796,0.3000
7804,0.3140
7811,0.3280
7819,0.3420
7827,0.3560
7834,0.3700
7841,0.3840
7849,0.3980
7856,0.4140
7864,0.4280
7871,0.4420
7879,0.4560
7890,0.4700
7894,0.4840
7901,0.4980
7909,0.5120
7916,0.5260
7924,0.5420
7931,0.5560
7939,0.5700
7946,0.5840
7956,0.5980
7961,0.6120
7969,0.6260
7976,0.6400
7984,0.6540
7991,0.6700
7999,0.6840
8006,0.6980
8014,0.7120
8022,0.7260
8039,0.7400
8041,0.7540
8046,0.7680
8051,0.7820
8059,0.7980
8066,0.8120
8078,0.8260
8081,0.8400
8089,0.8540
8096,0.8680
8107,0.8820
8111,0.8960
8119,0.9100
8126,0.9260
8141,0.9400
8141,0.9540
8149,0.9680
8156,0.9820
8164,0.9960
8174,0.0080
8179,0.0220
8186,0.0380
8194,0.0520
8206,0.0660
8209,0.0800
8216,0.0940
8224,0.1080
8232,0.1220
8239,0.1360
8246,0.1500
8254,0.1660
8264,0.1800
8269,0.1940
8276,0.2080
8284,0.2220
8291,0.2360
8301,0.2500
8306,0.2640
8314,0.2780
8321,0.2940
8329,0.3080
8336,0.3220
8344,0.3360
8351,0.3500
8359,0.3640
8366,0.3780
8374,0.3920
8381,0.4060
8393,0.4220
8396,0.4360
8404,0.4500
8411,0.4640
8422,0.4780
8426,0.4920
8434,0.5060
8441,0.5200
8453,0.5340
8456,0.5500
8464,0.5640
8471,0.5780
8479,0.5920
8489,0.6060
8494,0.6200
8501,0.6340
8509,0.6480
8517,0.6620
8523,0.6760
8531,0.6920
8538,0.7060
8548,0.7200
8553,0.7340
8561,0.7480
8568,0.7620
8577,0.7760
8583,0.7900
8591,0.8040
8598,0.8200
8608,0.8340
8613,0.8480
8621,0.8620
8628,0.8760
8636,0.8900
8645,0.9040
8651,0.9180
8658,0.9340
8666,0.9480
8674,0.9620
8681,0.9760
8688,0.9900
8696,0.0020
8703,0.0160
8711,0.0300
8718,0.0440
8726,0.0600
8733,0.0740
8741,0.0880
8748,0.1020
8756,0.1160
8763,0.1300
8771,0.1440
8778,0.1580
8786,0.1720
8795,0.1860
8801,0.2020
8808,0.2160
8816,0.2300
8826,0.2440
8831,0.2580
8838,0.2720
8846,0.2860
8853,0.3000
8861,0.3140
8868,0.3300
8876,0.3440
8883,0.3580
8891,0.3720
8898,0.3860
8906,0.4000
8913,0.4140
8921,0.4280
8928,0.4420
8935,0.4580
8943,0.4720
8951,0.4860
8958,0.5000
8965,0.5140
8973,0.5280
8982,0.5420
8988,0.5560
8995,0.5700
9003,0.5860
9011,0.6000
9024,0.6140
9025,0.6280
9033,0.6420
9041,0.6560
9049,0.6700
9055,0.6840
9063,0.6980
9070,0.7140
9078,0.7280
9085,0.7420
9093,0.7560
9100,0.7700
9111,0.7840
9115,0.7980
9123,0.8120
9130,0.8260
9138,0.8420
9148,0.8560
9153,0.8700
9160,0.8840
9171,0.8980
9175,0.9120
9183,0.9260
9190,0.9400
9203,0.9540
9205,0.9700
9213,0.9840
9220,0.9980
9228,0.0100
9237,0.0240
9243,0.0380
9250,0.0520
9258,0.0660
9266,0.0800
9273,0.0960
9280,0.1100
9288,0.1240
9296,0.1380
9303,0.1520
9310,0.1660
9318,0.1800
9329,0.1940
9333,0.2080
9340,0.2240
9348,0.2380
9359,0.2520
9363,0.2660
9370,0.2800
